Retailer Name,Brand1,Brand2,Brand3,Brand4,Brand5,Brand6,Brand8,Brand9,Brand10,Brand11,Brand12,Number of Brands,Total Sales,cluster
Retailer 78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 79,6555.404,0.0,0.0,0.0,14166.5624,0.0,0.0,0.0,0.0,0.0,0.0,2,20721.9664,3
Retailer 80,0.0,0.0,0.0,24073.632,0.0,0.0,0.0,25897.392000000003,0.0,5656.6956,0.0,4,61202.346,0
Retailer 81,0.0,0.0,0.0,24073.632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,29648.2584,3
Retailer 82,0.0,0.0,0.0,0.0,0.0,15424.9568,0.0,0.0,11863.5588,0.0,0.0,2,46513.9856,3
Retailer 83,8230.2236,0.0,0.0,48147.264,0.0,0.0,4028.9898,12948.696000000002,0.0,33087.0592,0.0,5,106442.2326,2
Retailer 84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 85,0.0,0.0,0.0,0.0,0.0,8029.61,0.0,0.0,10579.3278,0.0,0.0,2,18608.9378,3
Retailer 86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 87,3277.702,0.0,0.0,24073.632,0.0,0.0,0.0,0.0,0.0,4135.8824,0.0,3,31487.2164,0
Retailer 88,6555.404,0.0,0.0,24073.632,0.0,0.0,0.0,12948.696000000002,10579.3278,12407.6472,0.0,6,72139.3334,2
Retailer 89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 93,0.0,0.0,0.0,0.0,15454.3396,0.0,0.0,12948.696000000002,0.0,6203.8236,0.0,3,34606.8592,0
Retailer 94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 96,0.0,0.0,0.0,0.0,0.0,8029.61,0.0,25897.392000000003,0.0,28221.6728,0.0,3,62148.6748,0
Retailer 97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,22076.6148,3
Retailer 98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 99,8230.2236,0.0,0.0,0.0,4185.5292,8029.61,0.0,0.0,10095.5248,0.0,0.0,4,30540.8876,0
Retailer 100,0.0,0.0,0.0,0.0,0.0,0.0,8057.9796,12948.696000000002,0.0,12407.6472,0.0,3,33414.3228,0
Retailer 101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 110,0.0,0.0,0.0,0.0,0.0,0.0,8057.9796,0.0,21158.6556,3060.3706,0.0,3,32277.0058,0
Retailer 111,0.0,0.0,0.0,24073.632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,24073.632,3
Retailer 112,0.0,0.0,0.0,24073.632,0.0,0.0,0.0,25897.392000000003,0.0,0.0,0.0,2,49971.024000000005,3
Retailer 113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 114,0.0,0.0,0.0,0.0,0.0,19465.5984,0.0,0.0,9295.0968,0.0,0.0,2,28760.6952,3
Retailer 115,0.0,0.0,0.0,0.0,8371.0584,0.0,0.0,12948.696000000002,9295.0968,0.0,0.0,3,30614.8512,0
Retailer 116,0.0,0.0,0.0,0.0,12556.5876,0.0,8057.9796,0.0,0.0,12407.6472,0.0,3,33022.2144,0
Retailer 117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15226.8762,0.0,0.0,2,31950.7554,3
Retailer 120,9833.106,0.0,0.0,0.0,0.0,7864.965,4028.9898,0.0,9295.0968,0.0,0.0,4,31022.1576,0
Retailer 121,0.0,0.0,0.0,24073.632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,24073.632,3
Retailer 122,0.0,0.0,0.0,0.0,0.0,77862.3936,0.0,0.0,0.0,0.0,0.0,1,77862.3936,3
Retailer 123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 124,0.0,0.0,0.0,0.0,0.0,19465.5984,0.0,0.0,0.0,11313.3912,0.0,3,33566.3028,0
Retailer 125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12948.696000000002,0.0,0.0,0.0,1,12948.696000000002,3
Retailer 127,0.0,0.0,0.0,24073.632,0.0,0.0,0.0,12948.696000000002,0.0,0.0,0.0,3,45384.2676,0
Retailer 128,0.0,0.0,0.0,0.0,8371.0584,0.0,0.0,12948.696000000002,0.0,12407.6472,0.0,3,33727.4016,0
Retailer 129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 130,0.0,0.0,0.0,0.0,0.0,0.0,8057.9796,0.0,0.0,0.0,0.0,1,8057.9796,3
Retailer 131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 133,0.0,0.0,0.0,0.0,0.0,38931.1968,0.0,0.0,0.0,8717.0662,0.0,2,47648.263,3
Retailer 134,12345.3354,0.0,0.0,0.0,0.0,0.0,0.0,12948.696000000002,0.0,0.0,0.0,3,33655.971,0
Retailer 135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 137,0.0,0.0,0.0,24073.632,0.0,0.0,0.0,12948.696000000002,10579.3278,0.0,0.0,3,47601.6558,0
Retailer 138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 140,0.0,0.0,0.0,24073.632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,24073.632,3
Retailer 141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 142,0.0,0.0,0.0,0.0,0.0,60673.4556,0.0,0.0,0.0,0.0,0.0,1,60673.4556,3
Retailer 143,0.0,0.0,0.0,0.0,0.0,24250.942000000003,0.0,0.0,0.0,0.0,0.0,1,24250.942000000003,3
Retailer 144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11863.5588,0.0,0.0,2,20225.4984,3
Retailer 149,0.0,0.0,0.0,24073.632,0.0,0.0,0.0,12948.696000000002,0.0,0.0,0.0,2,37022.328,3
Retailer 150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12948.696000000002,11863.5588,0.0,0.0,2,24812.2548,3
Retailer 152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12407.6472,0.0,1,12407.6472,3
Retailer 155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 156,12345.3354,0.0,0.0,0.0,16742.1168,9635.532,0.0,38846.087999999996,11863.5588,11313.3912,0.0,6,100746.0222,2
Retailer 157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12407.6472,0.0,1,12407.6472,3
Retailer 158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21158.6556,12407.6472,0.0,2,33566.3028,3
Retailer 159,16388.51,0.0,0.0,0.0,0.0,7864.965,0.0,0.0,7909.0392,0.0,0.0,3,32162.5142,0
Retailer 160,12345.3354,0.0,0.0,0.0,0.0,0.0,0.0,12948.696000000002,0.0,6203.8236,0.0,3,31497.855,0
Retailer 161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 162,0.0,0.0,0.0,0.0,0.0,0.0,4028.9898,12948.696000000002,14961.9244,12407.6472,0.0,4,44347.2574,0
Retailer 163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11863.5588,6203.8236,0.0,2,18067.3824,3
Retailer 164,12345.3354,0.0,0.0,0.0,0.0,19465.5984,0.0,0.0,0.0,0.0,0.0,2,31810.9338,3
Retailer 165,12345.3354,0.0,0.0,0.0,11268.8104,9635.532,0.0,0.0,0.0,12407.6472,0.0,4,45657.325,0
Retailer 166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12948.696000000002,0.0,0.0,0.0,1,12948.696000000002,3
Retailer 167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 168,12345.3354,0.0,0.0,0.0,11912.698999999999,9635.532,0.0,0.0,0.0,6203.8236,0.0,4,40097.39,0
Retailer 169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 170,0.0,0.0,0.0,0.0,0.0,0.0,8057.9796,0.0,0.0,0.0,0.0,1,8057.9796,3
Retailer 171,0.0,0.0,0.0,24073.632,25113.1752,0.0,0.0,12948.696000000002,0.0,0.0,0.0,3,62135.5032,0
Retailer 172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8602.068000000001,0.0,0.0,1,8602.068000000001,3
Retailer 173,8230.2236,0.0,0.0,0.0,0.0,8239.3424,4028.9898,25897.392000000003,10765.7566,0.0,0.0,6,62736.3308,2
Retailer 174,12345.3354,0.0,0.0,24073.632,0.0,0.0,0.0,12948.696000000002,7052.8852,0.0,0.0,4,56420.5486,0
Retailer 175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9030.145,0.0,0.0,1,9030.145,3
Retailer 176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9030.145,0.0,0.0,1,9030.145,3
Retailer 178,9833.106,0.0,0.0,0.0,0.0,0.0,0.0,16401.6816,4833.9772,0.0,0.0,3,31068.7648,0
Retailer 179,3277.702,0.0,0.0,0.0,0.0,0.0,0.0,12948.696000000002,7052.8852,0.0,0.0,4,31530.2774,0
Retailer 180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9295.0968,0.0,0.0,1,9295.0968,3
Retailer 182,11507.9256,0.0,0.0,0.0,8371.0584,14518.1428,0.0,12948.696000000002,5931.7794,0.0,0.0,6,61528.5964,2
Retailer 183,0.0,0.0,0.0,24073.632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,24073.632,3
Retailer 184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8602.068000000001,0.0,0.0,1,8602.068000000001,3
Retailer 188,9833.106,0.0,0.0,0.0,0.0,8029.61,0.0,12948.696000000002,0.0,0.0,0.0,3,30811.412,0
Retailer 189,0.0,0.0,0.0,0.0,0.0,0.0,4028.9898,12948.696000000002,0.0,13928.4604,0.0,3,30906.1462,0
Retailer 190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9030.145,0.0,0.0,1,9030.145,3
Retailer 191,12345.3354,0.0,0.0,0.0,0.0,0.0,4028.9898,12948.696000000002,2416.9886,0.0,0.0,4,31740.0098,0
Retailer 192,9869.0746,0.0,0.0,0.0,0.0,0.0,4028.9898,12948.696000000002,0.0,4135.8824,0.0,4,30982.6428,0
Retailer 193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 194,0.0,0.0,0.0,24073.632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,24073.632,3
Retailer 195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8602.068000000001,0.0,0.0,1,8602.068000000001,3
Retailer 196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9030.145,0.0,0.0,1,9030.145,3
Retailer 197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8602.068000000001,0.0,0.0,1,8602.068000000001,3
Retailer 198,13146.7766,0.0,0.0,0.0,11268.8104,0.0,0.0,25897.392000000003,5503.7024,0.0,0.0,5,61391.3078,2
Retailer 199,9833.106,0.0,0.0,240736.32,0.0,0.0,0.0,12948.696000000002,9886.299,0.0,0.0,4,273404.42100000003,0
Retailer 200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8602.068000000001,0.0,0.0,1,8602.068000000001,3
Retailer 201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8602.068000000001,0.0,0.0,1,8602.068000000001,3
Retailer 202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7425.7428,1,7425.7428,3
Retailer 204,0.0,0.0,0.0,24073.632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,24073.632,3
Retailer 205,0.0,0.0,0.0,0.0,0.0,0.0,2685.9932,0.0,0.0,9891.8716,0.0,2,12577.8648,3
Retailer 206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21158.6556,0.0,7425.7428,3,31371.7116,0
Retailer 207,0.0,0.0,0.0,24073.632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,24073.632,3
Retailer 208,4952.5216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4952.5216,3
Retailer 209,0.0,0.0,0.0,264809.952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,264809.952,3
Retailer 210,0.0,0.0,0.0,0.0,11268.8104,0.0,0.0,12948.696000000002,3954.5196,3060.3706,0.0,4,31232.3966,0
Retailer 211,0.0,0.0,0.0,24073.632,0.0,0.0,0.0,0.0,16934.6248,0.0,0.0,2,41008.2568,3
Retailer 212,0.0,0.0,0.0,24073.632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,24073.632,3
Retailer 213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8250.9942,3
Retailer 214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 216,8230.2236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8230.2236,3
Retailer 217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 218,0.0,0.0,0.0,0.0,5473.3064,0.0,0.0,0.0,0.0,0.0,0.0,1,5473.3064,3
